,Segment>>,Consumer,Unnamed: 2,Unnamed: 3,Unnamed: 4,Consumer Total,Corporate,Unnamed: 7,Unnamed: 8,Unnamed: 9,Corporate Total,Home Office,Unnamed: 12,Unnamed: 13,Unnamed: 14,Home Office Total
786,US-2014-120390,,,,,,,,,,,,,,1633.1880000000003,1633.1880000000003
787,US-2014-120607,,195.64,,,195.64,,,,,,,,,,
788,US-2014-126060,,,,,,,,,198.27200000000002,198.27200000000002,,,,,
789,US-2014-126179,,,,311.96,311.96,,,,,,,,,,
790,US-2014-128118,,,,,,,,,76.52100000000002,76.52100000000002,,,,,
791,US-2014-128951,,,,,,1065.8400000000001,,,,1065.8400000000001,,,,,
792,US-2014-129224,,,,,,,,,,,,,,4.608,4.608
793,US-2014-132031,,,,,,,,,,,,,,513.4960000000001,513.4960000000001
794,US-2014-132297,,,,,,,,,,,,,,598.3100000000001,598.3100000000001
795,US-2014-132675,,,,,,,,,,,,,,148.16000000000003,148.16000000000003
796,US-2014-133781,37.608000000000004,,,,37.608000000000004,,,,,,,,,,
797,US-2014-134642,,,,428.704,428.704,,,,,,,,,,
798,US-2014-135062,,,229.544,,229.544,,,,,,,,,,
799,US-2014-135503,,,,,,,,,14.76,14.76,,,,,
800,US-2014-135986,,,,536.36,536.36,,,,,,,,,,
801,US-2014-136189,,,,82.38,82.38,,,,,,,,,,
802,US-2014-146822,,,,49.12,49.12,,,,,,,,,,
803,US-2014-146878,,,,12.294,12.294,,,,,,,,,,
804,US-2014-148768,,,,,,,,,,,,,71.976,,71.976
805,US-2014-148831,348.56,,,,348.56,,,,,,,,,,
806,US-2014-149510,,,,98.446,98.446,,,,,,,,,,
807,US-2014-152492,,239.24,,,239.24,,,,,,,,,,
808,US-2014-152842,,,,242.35200000000003,242.35200000000003,,,,,,,,,,
809,US-2014-152898,,,,67.9,67.9,,,,,,,,,,
810,US-2014-153633,,,2.064,,2.064,,,,,,,,,,
811,US-2014-156083,,,,,,,,,,,,,,9.664000000000001,9.664000000000001
812,US-2014-158526,,,1814.6799999999998,,1814.6799999999998,,,,,,,,,,
813,US-2014-159205,,,,,,,,,,,,,732.93,,732.93
814,US-2014-162208,,,,,,2.8960000000000004,,,,2.8960000000000004,,,,,
815,US-2014-162558,,,,,,,,,,,2437.672,,,,2437.672
816,US-2014-162670,,,,,,,,1152.8700000000001,,1152.8700000000001,,,,,
817,US-2014-163195,,,29.160000000000004,,29.160000000000004,,,,,,,,,,
818,US-2014-165953,,,,71.096,71.096,,,,,,,,,,
819,US-2014-166233,,,,24,24.0,,,,,,,,,,
820,US-2014-166611,,,,,,,,,68.74200000000002,68.74200000000002,,,,,
821,US-2014-167920,,,1827.51,,1827.51,,,,,,,,,,
822,US-2014-168116,,,,,,,8167.419999999999,,,8167.419999999999,,,,,
823,US-2014-168690,,,,2.8080000000000007,2.8080000000000007,,,,,,,,,,
824,Grand Total,20802.17299999999,8132.408999999999,49724.2545,116922.13449999994,195580.97100000005,20792.607000000004,9907.307999999999,35243.23100000001,55942.78650000001,121885.93249999997,7737.785999999998,2977.456,8791.127,54748.63250000001,74255.0015
